what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510413004451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510415130279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510415138564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510415139796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510415143869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510416340754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1510416374389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510416375439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510416693439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510416696169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510416697409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510417359028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510417360568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1510417362098
